year_of_info,registration_number,state_medical_council,name,father_or_husband_name,qualification_1,qualification_1_year,university_name,qualification_2,qualification_2_year,email,date_of_birth,date_of_registration,age,experience_years
2012,48349,Andhra Pradesh Medical Council,Faqid Saraf,Shravya Ganguly,MBBS,1993,U.Mysore,,,edhillon@example.net,27-02-1985,03-09-2022,40,33
2017,85279,Andhra Pradesh Medical Council,Frado Khurana,Andrew Chandra,MBBS,1997,U.Mysore,MD (Pediatrics),2011,nvenkatesh@example.com,19-10-1972,23-06-2018,53,29
2007,83875,Andhra Pradesh Medical Council,Edhitha Cherian,Zayan Sawhney,MBBS,1992,U.Mysore,MS (Ortho),2023,victor29@example.com,26-04-1978,25-10-2025,47,34
2021,85997,Andhra Pradesh Medical Council,Mekhala Dube,Urvashi Narula,MBBS,2006,SVIMS Tirupati,MS (Ortho),2014,yauvaniyohannan@example.org,20-05-1986,06-07-2012,39,20
2007,77636,Andhra Pradesh Medical Council,Udarsh Patla,Qarin Sanghvi,MBBS,1991,U.Mysore,,,hdani@example.net,06-08-1987,14-08-2012,38,35
2020,44924,Andhra Pradesh Medical Council,Chandran Kulkarni,Mohammed Palla,MBBS,2001,SVIMS Tirupati,MD (Gen. Med.),2023,kvyas@example.org,20-10-1979,27-02-2024,46,25
2012,91077,Andhra Pradesh Medical Council,Bahadurjit Dixit,Aryan Yohannan,MBBS,1992,NTR University of Health Sciences,MD (Pediatrics),2002,borravyanjana@example.org,13-02-1977,01-02-2022,48,34
2014,46598,Andhra Pradesh Medical Council,Vidhi Shetty,Parth Agrawal,MBBS,1997,NTR University of Health Sciences,MD (Gen. Med.),2022,triya73@example.net,26-07-2000,19-04-2024,25,29
2017,94906,Andhra Pradesh Medical Council,Veer Rana,Dipta Chada,MBBS,1999,U.Mysore,,,duttagagan@example.net,07-11-1991,06-08-2020,34,27
2021,73771,Andhra Pradesh Medical Council,Deepa Naik,Chandresh Saini,MBBS,2006,SVIMS Tirupati,,,devikaparekh@example.org,05-02-1992,25-12-2014,33,20
2007,89166,Andhra Pradesh Medical Council,Adya Batta,Bachittar Kaur,MBBS,1987,SVIMS Tirupati,MS (Ortho),2000,santatharv@example.com,09-12-1972,14-08-2005,53,39
2003,85650,Andhra Pradesh Medical Council,Dhriti Rana,Divya Dyal,MBBS,1988,U.Mysore,MD (Gen. Med.),1995,nilimachandran@example.net,20-11-1993,16-06-2022,32,38
2015,64025,Andhra Pradesh Medical Council,Elijah Kala,Indira Bobal,MBBS,1998,NTR University of Health Sciences,MD (Pediatrics),2015,lchatterjee@example.net,06-07-1991,06-08-2016,34,28
2009,49388,Andhra Pradesh Medical Council,Zayan Oak,Pallavi Nigam,MBBS,1994,NTR University of Health Sciences,,,dominic71@example.com,20-09-1970,12-11-2009,55,32
2001,79513,Andhra Pradesh Medical Council,Gautami Murty,Januja Kanda,MBBS,1982,U.Mysore,MD (Gen. Med.),1992,vnagi@example.net,15-04-1973,22-12-2008,52,44
2015,50147,Andhra Pradesh Medical Council,Kamala Gole,Daniel Prakash,MBBS,1996,NTR University of Health Sciences,MD (Pediatrics),2020,fwali@example.com,31-01-1996,09-10-2022,29,30
2019,95070,Andhra Pradesh Medical Council,Ayaan Dubey,Tanvi Sridhar,MBBS,2002,U.Mysore,,,jairamaswamy@example.net,01-07-1994,04-11-2024,31,24
2015,62884,Andhra Pradesh Medical Council,Zaitra Magar,Aadi Toor,MBBS,1996,SVIMS Tirupati,,,oni51@example.net,13-10-1993,07-10-2023,32,30
2009,54695,Andhra Pradesh Medical Council,Ekaraj Seth,Urvashi Vasa,MBBS,1991,SVIMS Tirupati,,,zinal90@example.org,01-12-1974,25-07-2017,51,35
2005,61054,Andhra Pradesh Medical Council,Lakshmi Tella,Yashawini Krishnan,MBBS,1986,NTR University of Health Sciences,MS (Ortho),1996,cherianchakradhar@example.net,31-07-1996,03-04-2025,29,40
2009,77182,Andhra Pradesh Medical Council,Jasmit Bahri,Agastya Singhal,MBBS,1990,SVIMS Tirupati,MD (Pediatrics),2019,lavanya21@example.com,16-03-1992,20-11-2021,33,36
2004,91100,Andhra Pradesh Medical Council,Vinaya Balakrishnan,Ijaya Dutt,MBBS,1984,NTR University of Health Sciences,MD (Gen. Med.),2018,prabhuchavvi@example.org,01-02-1989,27-04-2019,36,42
2011,97071,Andhra Pradesh Medical Council,Radha Madan,Sanaya Balakrishnan,MBBS,1994,SVIMS Tirupati,MS (Ortho),2004,urvipillay@example.org,11-06-1999,05-02-2022,26,32
2022,48798,Andhra Pradesh Medical Council,Vaishnavi Deo,Kavya Varughese,MBBS,2005,U.Mysore,,,ekani12@example.org,22-03-1982,21-01-2015,43,21
2005,63291,Andhra Pradesh Medical Council,Karan Ramesh,Ishwar Suresh,MBBS,1990,U.Mysore,MD (Pediatrics),2019,nbora@example.net,02-05-1996,05-04-2020,29,36
2007,90260,Andhra Pradesh Medical Council,Anamika Dube,Azad Dass,MBBS,1988,U.Mysore,MS (Ortho),1999,kumeromisha@example.com,08-03-1982,26-09-2019,43,38
2014,94501,Andhra Pradesh Medical Council,Gabriel Sunder,Harish Shah,MBBS,1995,NTR University of Health Sciences,,,zehaan20@example.net,30-10-1985,13-06-2025,40,31
2004,60514,Andhra Pradesh Medical Council,Champak Varma,Jacob Sekhon,MBBS,1988,SVIMS Tirupati,MD (Gen. Med.),2015,hray@example.com,21-06-1994,13-09-2018,31,38
2006,43312,Andhra Pradesh Medical Council,Sathvik Doshi,Peter Bal,MBBS,1991,SVIMS Tirupati,,,varghesebimala@example.org,06-07-1999,18-10-2021,26,35
2012,77971,Andhra Pradesh Medical Council,Hardik Sarna,Wridesh Sarma,MBBS,1995,U.Mysore,MD (Pediatrics),2023,udarsh35@example.net,23-01-1984,20-11-2025,41,31
2021,84239,Andhra Pradesh Medical Council,Logan Chatterjee,Oeshi Ganguly,MBBS,2005,U.Mysore,MS (Ortho),2012,lucky58@example.net,11-06-1992,18-11-2021,33,21
2010,75028,Andhra Pradesh Medical Council,Ekantika Chopra,Sarthak Shetty,MBBS,1991,U.Mysore,MD (Pediatrics),2013,bakhshi36@example.com,08-07-1980,26-09-2014,45,35
2010,96246,Andhra Pradesh Medical Council,Odika Dar,Harish Prakash,MBBS,1991,U.Mysore,,,hmore@example.org,02-04-1991,12-09-2022,34,35
2005,75069,Andhra Pradesh Medical Council,Forum Narang,Abeer Kota,MBBS,1987,NTR University of Health Sciences,MD (Gen. Med.),2000,samarthhora@example.org,09-05-1979,07-04-2020,46,39
2018,61806,Andhra Pradesh Medical Council,Ishwar Sachar,Charvi Thakkar,MBBS,2002,SVIMS Tirupati,MD (Gen. Med.),2010,obobal@example.org,01-11-1975,25-07-2022,50,24
2018,86074,Andhra Pradesh Medical Council,Maanas Sagar,Upasna Salvi,MBBS,2000,U.Mysore,MS (Ortho),2005,bhallaadweta@example.net,20-07-1980,03-10-2006,45,26
2009,90853,Andhra Pradesh Medical Council,Wazir Nigam,Jagvi Bhandari,MBBS,1989,U.Mysore,MS (Ortho),2023,rajayahvi@example.net,15-01-2000,23-12-2025,25,37
2009,49960,Andhra Pradesh Medical Council,Jeet Master,Niharika Tiwari,MBBS,1989,U.Mysore,MD (Gen. Med.),2019,devanpushti@example.org,04-07-1995,03-01-2022,30,37
2003,41711,Andhra Pradesh Medical Council,Chakradev Agarwal,Waida Gulati,MBBS,1985,U.Mysore,MD (Gen. Med.),1998,annekrisha@example.net,13-08-1986,05-11-2020,39,41
2011,50587,Andhra Pradesh Medical Council,Adweta Das,Harita Kar,MBBS,1992,U.Mysore,MD (Gen. Med.),2007,bchoudhary@example.net,13-02-1977,17-04-2009,48,34
2005,43309,Andhra Pradesh Medical Council,Falak Dubey,Nakul Sachdev,MBBS,1990,NTR University of Health Sciences,MD (Gen. Med.),2005,kbanerjee@example.com,18-04-1983,20-11-2008,42,36
2015,72099,Andhra Pradesh Medical Council,Charan Dass,Ronith Pathak,MBBS,2000,SVIMS Tirupati,MD (Pediatrics),2009,mgulati@example.com,01-09-1987,05-09-2020,38,26
2017,70251,Andhra Pradesh Medical Council,Rachit Pradhan,Mason Dey,MBBS,1999,SVIMS Tirupati,MD (Pediatrics),2019,amarabassi@example.com,08-02-1985,25-03-2020,40,27
2005,69396,Andhra Pradesh Medical Council,Yatan Sood,Ekaraj Saha,MBBS,1989,SVIMS Tirupati,MS (Ortho),1998,amodi@example.com,24-08-1986,29-12-2022,39,37
2019,56530,Andhra Pradesh Medical Council,Baghyawati Kapoor,Chanchal Tella,MBBS,2000,U.Mysore,MD (Gen. Med.),2009,mukhopadhyayyochana@example.net,19-08-1995,21-09-2021,30,26
2010,58448,Andhra Pradesh Medical Council,Mugdha Chatterjee,Balveer Kapadia,MBBS,1994,NTR University of Health Sciences,,,elal@example.net,25-01-1998,12-10-2021,27,32
2012,63295,Andhra Pradesh Medical Council,Yadavi Manda,Edhitha Peri,MBBS,1995,SVIMS Tirupati,MS (Ortho),2006,jasonoak@example.com,03-02-1985,09-04-2015,40,31
2014,73723,Andhra Pradesh Medical Council,Unni Luthra,Geetika Ramanathan,MBBS,1994,SVIMS Tirupati,MD (Pediatrics),2005,chandranbaral@example.com,29-05-1973,29-08-2003,52,32
2018,65993,Andhra Pradesh Medical Council,Jai Bal,Urishilla Dhawan,MBBS,2000,NTR University of Health Sciences,MD (Pediatrics),2013,hsami@example.org,01-07-1972,06-07-2015,53,26
2020,73010,Andhra Pradesh Medical Council,Nisha Goda,Timothy Sule,MBBS,2004,SVIMS Tirupati,MD (Gen. Med.),2014,whalder@example.org,29-05-1980,10-05-2014,45,22
2018,43120,Andhra Pradesh Medical Council,Janya Rao,Upasna Pingle,MBBS,2000,NTR University of Health Sciences,,,uthakur@example.com,01-11-1983,09-06-2018,42,26
2010,95334,Andhra Pradesh Medical Council,Samarth Sridhar,Amaira Kanda,MBBS,1994,SVIMS Tirupati,MD (Pediatrics),2008,gollariya@example.net,26-10-1973,15-02-2009,52,32
2003,76461,Andhra Pradesh Medical Council,Jeet Bhatti,Isaiah Pradhan,MBBS,1984,SVIMS Tirupati,,,qwadhwa@example.com,26-10-1982,13-09-2010,43,42
2011,69781,Andhra Pradesh Medical Council,Hitesh Bhattacharyya,Lakshit Setty,MBBS,1992,SVIMS Tirupati,MD (Pediatrics),2012,dkhalsa@example.com,20-10-1974,31-07-2013,51,34
2013,56620,Andhra Pradesh Medical Council,Kalpit Wason,Ishanvi Chhabra,MBBS,1998,U.Mysore,MD (Pediatrics),2005,samrarayaan@example.net,18-02-1985,02-02-2008,40,28
2004,87846,Andhra Pradesh Medical Council,Jalsa Om,Pratyush Tank,MBBS,1986,U.Mysore,MD (Pediatrics),1995,vasudha08@example.org,11-12-1971,10-06-2006,54,40
2019,98760,Andhra Pradesh Medical Council,Ati Karpe,Baghyawati Ramaswamy,MBBS,2004,U.Mysore,,,om05@example.net,07-07-1990,03-01-2017,35,22
2001,87751,Andhra Pradesh Medical Council,Indrajit Kapoor,Siya Cheema,MBBS,1981,SVIMS Tirupati,MD (Gen. Med.),2019,sinhayashvi@example.com,10-11-1997,03-01-2021,28,45
2009,59991,Andhra Pradesh Medical Council,Pallavi Pingle,Upkaar Ghosh,MBBS,1989,SVIMS Tirupati,MS (Ortho),2004,shari@example.org,18-10-1973,01-02-2002,52,37
2017,53069,Andhra Pradesh Medical Council,Saanvi Choudhry,Tanvi Sha,MBBS,2002,SVIMS Tirupati,,,chakrikarana@example.org,11-02-1985,14-09-2010,40,24
2003,42771,Andhra Pradesh Medical Council,Samar Raval,Turvi Shenoy,MBBS,1983,NTR University of Health Sciences,,,vbalay@example.net,31-08-1987,11-09-2019,38,43
2004,89997,Andhra Pradesh Medical Council,Yahvi Bhat,Ishani Bala,MBBS,1987,NTR University of Health Sciences,MD (Pediatrics),1995,csampath@example.com,05-07-1972,11-05-2022,53,39
2003,74219,Andhra Pradesh Medical Council,Orinder Joshi,Jalsa Nagar,MBBS,1983,SVIMS Tirupati,MD (Gen. Med.),2021,waidabiswas@example.net,20-12-1973,24-11-2022,52,43
2001,51127,Andhra Pradesh Medical Council,Mohini Nanda,Zaitra Uppal,MBBS,1984,SVIMS Tirupati,MS (Ortho),1992,aarini58@example.com,14-03-1971,12-11-2009,54,42
2000,63617,Andhra Pradesh Medical Council,Yutika Kalla,Sanya Chaudhuri,MBBS,1985,U.Mysore,MD (Pediatrics),2010,okrishnan@example.org,18-07-1977,19-01-2013,48,41
2018,99465,Andhra Pradesh Medical Council,Gagan Agrawal,Bhavya Wadhwa,MBBS,2002,NTR University of Health Sciences,MD (Gen. Med.),2010,ljohal@example.com,08-09-1971,19-04-2022,54,24
2017,82049,Andhra Pradesh Medical Council,Chatresh Hayre,Manthan Dass,MBBS,1997,U.Mysore,MS (Ortho),2007,gaurav83@example.org,19-08-1979,12-03-2006,46,29
2020,54625,Andhra Pradesh Medical Council,Nakul Seshadri,Vanya Krish,MBBS,2002,SVIMS Tirupati,MS (Ortho),2013,samradavid@example.org,12-06-1981,03-08-2005,44,24
2015,52790,Andhra Pradesh Medical Council,Edhitha Mahajan,Amruta Sandhu,MBBS,1996,NTR University of Health Sciences,MD (Gen. Med.),2013,mitrayochana@example.net,01-08-1990,20-04-2016,35,30
2005,87893,Andhra Pradesh Medical Council,Wridesh Bath,Upkaar Wali,MBBS,1990,U.Mysore,,,nakul91@example.net,02-05-1979,13-08-2002,46,36
2009,61683,Andhra Pradesh Medical Council,Advik Parmer,Aarnav Devan,MBBS,1989,NTR University of Health Sciences,MD (Pediatrics),2014,balasamarth@example.com,10-05-1979,19-05-2017,46,37
2018,61168,Andhra Pradesh Medical Council,George Trivedi,Rushil Arya,MBBS,1998,NTR University of Health Sciences,,,indali19@example.net,28-08-1973,11-10-2013,52,28
2005,64263,Andhra Pradesh Medical Council,Jagdish Deo,Falguni Venkataraman,MBBS,1986,SVIMS Tirupati,MD (Pediatrics),2000,gauriram@example.com,18-09-1970,01-06-2003,55,40
2007,41143,Andhra Pradesh Medical Council,Harita Mahajan,Yasti Subramaniam,MBBS,1991,NTR University of Health Sciences,MD (Gen. Med.),2015,jeevika42@example.net,21-09-1988,27-06-2017,37,35
2016,55519,Andhra Pradesh Medical Council,Tanay Iyengar,Meera Prabhakar,MBBS,2001,SVIMS Tirupati,MD (Pediatrics),2014,indirapingle@example.org,12-08-1983,18-03-2015,42,25
2005,47356,Andhra Pradesh Medical Council,Jagdish Sura,Theodore Deo,MBBS,1987,SVIMS Tirupati,MS (Ortho),2016,hayreshivansh@example.com,13-08-1992,17-07-2017,33,39
2022,99668,Andhra Pradesh Medical Council,Chandran Mishra,Shivani Mahajan,MBBS,2002,NTR University of Health Sciences,,,madannirja@example.com,05-06-1998,19-02-2021,27,24
2000,75477,Andhra Pradesh Medical Council,Aarav Rana,Harinakshi Lad,MBBS,1980,SVIMS Tirupati,MD (Gen. Med.),1994,sonisathvik@example.com,10-10-1971,25-02-2002,54,46
2023,50090,Andhra Pradesh Medical Council,Girindra Kalla,Adweta Dasgupta,MBBS,2003,SVIMS Tirupati,MS (Ortho),2024,ghoseladli@example.net,02-09-1989,11-05-2025,36,23
2018,99250,Andhra Pradesh Medical Council,Ayushman Hora,Neel Andra,MBBS,2001,NTR University of Health Sciences,MD (Gen. Med.),2021,wsamra@example.net,26-01-1983,19-04-2022,42,25
2012,72158,Andhra Pradesh Medical Council,Omaja Arora,Anita Baral,MBBS,1997,U.Mysore,MD (Pediatrics),2020,vasana80@example.com,26-11-1998,31-12-2021,27,29
2001,52757,Andhra Pradesh Medical Council,Edhitha Nagar,Qadim Sibal,MBBS,1985,SVIMS Tirupati,MD (Pediatrics),1992,samaksh22@example.org,06-10-1997,04-10-2024,28,41
2008,50192,Andhra Pradesh Medical Council,Frederick Sane,Om Magar,MBBS,1992,SVIMS Tirupati,MD (Gen. Med.),2003,jonathanbarad@example.net,25-02-1984,28-02-2008,41,34
2016,60730,Andhra Pradesh Medical Council,Hredhaan Rajagopalan,Balendra Jhaveri,MBBS,1997,U.Mysore,MS (Ortho),2009,kmand@example.net,31-05-1982,27-01-2021,43,29
2011,76564,Andhra Pradesh Medical Council,Yashica Iyengar,Ethan Dhar,MBBS,1994,NTR University of Health Sciences,,,lsangha@example.net,30-01-1975,01-02-2023,50,32
2004,61012,Andhra Pradesh Medical Council,Vincent Devan,Unni Garg,MBBS,1984,NTR University of Health Sciences,MD (Gen. Med.),1998,hbava@example.com,24-03-1974,09-02-2007,51,42
2018,90400,Andhra Pradesh Medical Council,Brinda Bala,Kashvi Nayar,MBBS,2001,U.Mysore,,,thakermanan@example.com,08-08-1990,24-09-2021,35,25
2007,68138,Andhra Pradesh Medical Council,Andrew Hegde,Radhika Kari,MBBS,1992,SVIMS Tirupati,,,kamala44@example.org,02-04-1977,04-12-2023,48,34
2022,75074,Andhra Pradesh Medical Council,Mohini Luthra,Baghyawati Kannan,MBBS,2003,NTR University of Health Sciences,MD (Pediatrics),2016,bawaekbal@example.net,01-03-1973,10-03-2004,52,23
2004,72277,Andhra Pradesh Medical Council,Ansh Dass,Tanay Pandit,MBBS,1985,U.Mysore,,,nihal70@example.com,01-09-1998,14-04-2022,27,41
2003,97916,Andhra Pradesh Medical Council,Ikbal Bera,Shravya Radhakrishnan,MBBS,1984,U.Mysore,,,samuel78@example.com,25-02-1991,09-06-2020,34,42
2002,50348,Andhra Pradesh Medical Council,Ekbal Brahmbhatt,Patrick Thakkar,MBBS,1987,SVIMS Tirupati,MS (Ortho),1995,vasatika12@example.net,10-08-1971,14-06-2015,54,39
2006,71710,Andhra Pradesh Medical Council,Anamika Manne,Jasmit Mane,MBBS,1990,NTR University of Health Sciences,MD (Gen. Med.),2016,senguptaekapad@example.org,22-01-1974,04-07-2017,51,36
2008,95670,Andhra Pradesh Medical Council,Nikita Patel,Tanay Rastogi,MBBS,1990,NTR University of Health Sciences,MD (Pediatrics),2014,xalak73@example.net,24-03-1986,09-11-2017,39,36
2004,45030,Andhra Pradesh Medical Council,Inaya Rao,Lavanya Sule,MBBS,1986,SVIMS Tirupati,MD (Pediatrics),1997,yranganathan@example.com,06-10-1980,18-07-2006,45,40
2003,97339,Andhra Pradesh Medical Council,Bhanumati Pillai,Widisha Sidhu,MBBS,1987,NTR University of Health Sciences,MD (Pediatrics),2022,aahana46@example.org,04-03-1994,11-07-2023,31,39
2022,74966,Andhra Pradesh Medical Council,Panini Wable,Benjamin Kapur,MBBS,2002,SVIMS Tirupati,MD (Gen. Med.),2014,bediyasti@example.com,22-04-1976,22-05-2015,49,24
2015,78265,Andhra Pradesh Medical Council,Michael Bajwa,Hredhaan Kalita,MBBS,1996,NTR University of Health Sciences,MS (Ortho),1999,charles37@example.net,06-02-1979,19-01-2002,46,30
2019,62163,Andhra Pradesh Medical Council,Matthew Dara,Ati Madan,MBBS,2003,NTR University of Health Sciences,MS (Ortho),2018,hgrover@example.org,09-05-1995,26-08-2021,30,23
2014,56601,Andhra Pradesh Medical Council,Omaja Tripathi,Siya Bahl,MBBS,1994,NTR University of Health Sciences,MS (Ortho),2007,rudra47@example.org,26-02-1978,01-11-2008,47,32
2004,55040,Andhra Pradesh Medical Council,Jyoti Dasgupta,Nathan Kaul,MBBS,1984,SVIMS Tirupati,,,saishenoy@example.org,08-12-1986,09-08-2018,39,42
2018,60360,Andhra Pradesh Medical Council,Yug Bhatia,Hemang Thaman,MBBS,2002,SVIMS Tirupati,MD (Pediatrics),2009,jagrati06@example.org,16-11-1985,05-04-2022,40,24
2006,73823,Andhra Pradesh Medical Council,Logan Borde,Chaaya Raja,MBBS,1990,U.Mysore,MS (Ortho),2017,chaitanyanadkarni@example.net,24-01-1980,21-02-2020,45,36
2009,80202,Andhra Pradesh Medical Council,Siya Rattan,Sathvik Dass,MBBS,1990,NTR University of Health Sciences,MS (Ortho),1999,meera90@example.org,14-09-1990,30-11-2019,35,36
2000,44948,Andhra Pradesh Medical Council,Caleb Varughese,Naveen Soman,MBBS,1984,NTR University of Health Sciences,,,varenyavyas@example.com,29-08-1980,26-08-2006,45,42
2015,68247,Andhra Pradesh Medical Council,Nathaniel Mohanty,Indali Nair,MBBS,1999,NTR University of Health Sciences,,,yadavhemangini@example.org,02-12-1973,21-04-2014,52,27
2018,79866,Andhra Pradesh Medical Council,Sneha Narayan,Daniel Manda,MBBS,2003,SVIMS Tirupati,MD (Gen. Med.),2024,shroffshivansh@example.net,04-05-1994,12-06-2025,31,23
2003,79211,Andhra Pradesh Medical Council,Vrishti Chanda,Amol Buch,MBBS,1985,SVIMS Tirupati,,,eiyer@example.org,06-05-1977,31-05-2021,48,41
2023,82444,Andhra Pradesh Medical Council,Neel Kaul,Omaja Konda,MBBS,2006,NTR University of Health Sciences,MD (Gen. Med.),2023,andrewkrishnan@example.net,11-08-1993,20-11-2024,32,20
2013,93378,Andhra Pradesh Medical Council,Jatin Sahni,Praneel Gole,MBBS,1998,NTR University of Health Sciences,MD (Pediatrics),2010,nramachandran@example.org,12-04-1982,03-02-2011,43,28
2016,70744,Andhra Pradesh Medical Council,Jeremiah Chaudry,Advika Narayan,MBBS,1996,SVIMS Tirupati,MS (Ortho),2009,tchaudhuri@example.org,10-05-1974,25-05-2002,51,30
2008,95760,Andhra Pradesh Medical Council,Chavvi Badami,Dakshesh Bail,MBBS,1992,NTR University of Health Sciences,MS (Ortho),2023,ykohli@example.org,28-04-1995,18-02-2024,30,34
2019,73996,Andhra Pradesh Medical Council,Elijah Sanghvi,Dakshesh Sarraf,MBBS,1999,SVIMS Tirupati,MD (Gen. Med.),2013,sagarzilmil@example.org,05-12-1975,15-03-2013,50,27
2009,69498,Andhra Pradesh Medical Council,Amol Dhawan,Alexander Balakrishnan,MBBS,1990,U.Mysore,MD (Pediatrics),2005,ayushmangat@example.org,23-03-1980,21-08-2007,45,36
2021,59720,Andhra Pradesh Medical Council,Tanmayi Chaudhry,Ikshita Pant,MBBS,2004,NTR University of Health Sciences,MS (Ortho),2016,vsani@example.com,13-05-1993,18-01-2016,32,22
2023,94594,Andhra Pradesh Medical Council,Avi Tata,Tejas Bhalla,MBBS,2004,U.Mysore,MD (Pediatrics),2008,sarafsamuel@example.net,20-06-1981,15-11-2009,44,22
2002,71164,Andhra Pradesh Medical Council,Veda Karpe,Anita Raghavan,MBBS,1984,U.Mysore,MD (Gen. Med.),1995,swamyyatan@example.com,25-12-1970,16-05-2003,55,42
2021,57566,Andhra Pradesh Medical Council,Vedhika Swaminathan,Anjali Varkey,MBBS,2004,NTR University of Health Sciences,MD (Gen. Med.),2016,labankalla@example.com,17-09-1994,09-12-2024,31,22
2003,85740,Andhra Pradesh Medical Council,Mason Salvi,Farhan Rana,MBBS,1983,NTR University of Health Sciences,MS (Ortho),1997,ati95@example.com,02-03-1994,30-11-2019,31,43
2006,66767,Andhra Pradesh Medical Council,Harsh Dutta,Daksh Sarkar,MBBS,1990,SVIMS Tirupati,MD (Gen. Med.),1996,warhi46@example.net,07-12-1994,18-04-2018,31,36
2014,90568,Andhra Pradesh Medical Council,Netra Oommen,Tamanna Ray,MBBS,1999,NTR University of Health Sciences,,,mitrayoshita@example.net,12-09-1984,11-01-2011,41,27
2000,51746,Andhra Pradesh Medical Council,Jhalak Goswami,Madhavi Thaker,MBBS,1983,U.Mysore,MS (Ortho),2007,yauvanimittal@example.com,08-09-1972,26-06-2010,53,43
2005,88126,Andhra Pradesh Medical Council,Ronith Aggarwal,Anirudh Nayak,MBBS,1986,U.Mysore,MD (Gen. Med.),1996,barkhamander@example.org,08-12-1976,14-04-2010,49,40
2021,49161,Andhra Pradesh Medical Council,Umang Desai,Radha Radhakrishnan,MBBS,2006,SVIMS Tirupati,MS (Ortho),2015,pallayushman@example.org,11-08-1993,13-07-2016,32,20
2013,46289,Andhra Pradesh Medical Council,Fitan Mani,Gautam Kala,MBBS,1994,U.Mysore,,,janujachoudhary@example.net,28-02-1977,07-05-2025,48,32
2006,50756,Andhra Pradesh Medical Council,Aayush Ravel,Varsha Agrawal,MBBS,1990,U.Mysore,,,pmukherjee@example.org,20-08-1980,28-09-2020,45,36
2001,59359,Andhra Pradesh Medical Council,Tarak Mistry,Charvi Sunder,MBBS,1984,U.Mysore,,,krishnanarula@example.net,27-01-1988,01-02-2019,37,42
2021,43300,Andhra Pradesh Medical Council,William Bansal,Champak Sundaram,MBBS,2001,SVIMS Tirupati,,,pallavi79@example.com,04-11-1974,02-06-2019,51,25
2018,61441,Andhra Pradesh Medical Council,Rayaan Varty,Charan Chaudhuri,MBBS,2001,U.Mysore,MD (Pediatrics),2009,tanveerbava@example.org,27-09-2000,20-02-2025,25,25
2020,92349,Andhra Pradesh Medical Council,Vaishnavi Bakshi,Isaac Narasimhan,MBBS,2002,NTR University of Health Sciences,,,yashodharakeer@example.org,09-07-1974,18-08-2011,51,24
2005,82749,Andhra Pradesh Medical Council,Ekbal Subramaniam,Anthony Varma,MBBS,1990,NTR University of Health Sciences,MS (Ortho),1995,fkala@example.com,13-01-1998,07-06-2021,27,36
